"cabinet" "temp" "rep" "vial" "time" "block"
1 27 4 8 215 2
1 27 4 8 215 2
1 27 4 8 215 2
1 27 4 9 215 2
1 27 4 9 215 2
1 27 4 10 215 2
1 27 4 10 215 2
1 27 4 10 215 2
1 27 4 10 215 2
1 27 4 10 215 2
1 27 4 3 221 2
1 27 4 8 221 2
1 27 4 9 221 2
1 27 4 9 221 2
1 27 4 10 221 2
2 22 1 2 178 1
2 22 1 7 178 1
2 22 1 8 178 1
2 22 1 2 184 1
2 22 1 1 190 1
2 22 1 2 190 1
2 22 1 4 190 1
2 22 1 5 190 1
2 22 1 5 190 1
2 22 1 5 190 1
2 22 1 6 190 1
2 22 1 7 190 1
2 22 1 7 190 1
2 22 1 7 190 1
2 22 1 10 190 1
2 22 1 10 190 1
2 22 1 10 190 1
2 22 1 1 194 1
2 22 1 1 194 1
2 22 1 1 194 1
2 22 1 2 194 1
2 22 1 2 194 1
2 22 1 2 194 1
2 22 1 2 194 1
2 22 1 3 194 1
2 22 1 4 194 1
2 22 1 4 194 1
2 22 1 5 194 1
2 22 1 6 194 1
2 22 1 6 194 1
2 22 1 6 194 1
2 22 1 6 194 1
2 22 1 7 194 1
2 22 1 7 194 1
2 22 1 8 194 1
2 22 1 8 194 1
2 22 1 8 194 1
2 22 1 8 194 1
2 22 1 8 194 1
2 22 1 8 194 1
2 22 1 9 194 1
2 22 1 10 194 1
2 22 1 2 198 1
2 22 1 2 198 1
2 22 1 3 198 1
2 22 1 3 198 1
2 22 1 4 198 1
2 22 1 4 198 1
2 22 1 5 198 1
2 22 1 6 198 1
2 22 1 6 198 1
2 22 1 6 198 1
2 22 1 7 198 1
2 22 1 7 198 1
2 22 1 7 198 1
2 22 1 8 198 1
2 22 1 9 198 1
2 22 1 9 198 1
2 22 1 9 198 1
2 22 1 9 198 1
2 22 1 9 198 1
2 22 1 9 198 1
2 22 1 9 198 1
2 22 1 10 198 1
2 22 1 10 198 1
2 22 1 1 202 1
2 22 1 1 202 1
2 22 1 1 202 1
2 22 1 2 202 1
2 22 1 3 202 1
2 22 1 4 202 1
2 22 1 4 202 1
2 22 1 4 202 1
2 22 1 4 202 1
2 22 1 5 202 1
2 22 1 5 202 1
2 22 1 5 202 1
2 22 1 5 202 1
2 22 1 6 202 1
2 22 1 6 202 1
2 22 1 6 202 1
2 22 1 7 202 1
2 22 1 7 202 1
2 22 1 7 202 1
2 22 1 8 202 1
2 22 1 8 202 1
2 22 1 9 202 1
2 22 1 9 202 1
2 22 1 10 202 1
2 22 1 10 202 1
2 22 1 10 202 1
2 22 1 10 202 1
2 22 1 2 206 1
2 22 1 3 206 1
2 22 1 3 206 1
2 22 1 4 206 1
2 22 1 4 206 1
2 22 1 4 206 1
2 22 1 4 206 1
2 22 1 5 206 1
2 22 1 5 206 1
2 22 1 7 206 1
2 22 1 8 206 1
2 22 1 1 214 1
2 22 1 1 214 1
2 22 1 2 214 1
2 22 1 3 214 1
2 22 1 3 214 1
2 22 1 4 214 1
2 22 1 4 214 1
2 22 1 4 214 1
2 22 1 4 214 1
2 22 1 5 214 1
2 22 1 5 214 1
2 22 1 5 214 1
2 22 1 6 214 1
2 22 1 6 214 1
2 22 1 7 214 1
2 22 1 7 214 1
2 22 1 8 214 1
2 22 1 9 214 1
2 22 1 9 214 1
2 22 1 9 214 1
2 22 1 9 214 1
2 22 1 10 214 1
2 22 1 10 214 1
2 22 1 1 220 1
2 22 1 1 220 1
2 22 1 2 220 1
2 22 1 3 220 1
2 22 1 3 220 1
2 22 1 3 220 1
2 22 1 3 220 1
2 22 1 3 220 1
2 22 1 3 220 1
2 22 1 3 220 1
2 22 1 3 220 1
2 22 1 6 220 1
2 22 1 6 220 1
2 22 1 8 220 1
2 22 1 2 232 1
2 22 1 2 238 1
2 22 1 7 183 2
2 22 1 3 189 2
2 22 1 3 189 2
2 22 1 4 189 2
2 22 1 5 189 2
2 22 1 5 189 2
2 22 1 6 189 2
2 22 1 8 189 2
2 22 1 8 189 2
2 22 1 1 193 2
2 22 1 1 193 2
2 22 1 1 193 2
2 22 1 1 193 2
2 22 1 2 193 2
2 22 1 2 193 2
2 22 1 2 193 2
2 22 1 3 193 2
2 22 1 3 193 2
2 22 1 3 193 2
2 22 1 3 193 2
2 22 1 3 193 2
2 22 1 3 193 2
2 22 1 4 193 2
2 22 1 4 193 2
2 22 1 4 193 2
2 22 1 5 193 2
2 22 1 5 193 2
2 22 1 5 193 2
2 22 1 5 193 2
2 22 1 6 193 2
2 22 1 6 193 2
2 22 1 6 193 2
2 22 1 7 193 2
2 22 1 7 193 2
2 22 1 8 193 2
2 22 1 8 193 2
2 22 1 8 193 2
2 22 1 8 193 2
2 22 1 9 193 2
2 22 1 9 193 2
2 22 1 9 193 2
2 22 1 9 193 2
2 22 1 9 193 2
2 22 1 1 197 2
2 22 1 1 197 2
2 22 1 1 197 2
2 22 1 1 197 2
2 22 1 1 197 2
2 22 1 1 197 2
2 22 1 2 197 2
2 22 1 2 197 2
2 22 1 2 197 2
2 22 1 2 197 2
2 22 1 2 197 2
2 22 1 2 197 2
2 22 1 3 197 2
2 22 1 5 197 2
2 22 1 5 197 2
2 22 1 5 197 2
2 22 1 5 197 2
2 22 1 5 197 2
2 22 1 5 197 2
2 22 1 6 197 2
2 22 1 6 197 2
2 22 1 6 197 2
2 22 1 6 197 2
2 22 1 7 197 2
2 22 1 7 197 2
2 22 1 7 197 2
2 22 1 7 197 2
2 22 1 7 197 2
2 22 1 7 197 2
2 22 1 8 197 2
2 22 1 8 197 2
2 22 1 8 197 2
2 22 1 8 197 2
2 22 1 8 197 2
2 22 1 9 197 2
2 22 1 9 197 2
2 22 1 9 197 2
2 22 1 9 197 2
2 22 1 9 197 2
2 22 1 9 197 2
2 22 1 9 197 2
2 22 1 9 197 2
2 22 1 9 197 2
2 22 1 9 197 2
2 22 1 1 201 2
2 22 1 1 201 2
2 22 1 1 201 2
2 22 1 2 201 2
2 22 1 2 201 2
2 22 1 3 201 2
2 22 1 4 201 2
2 22 1 4 201 2
2 22 1 4 201 2
2 22 1 5 201 2
2 22 1 5 201 2
2 22 1 7 201 2
2 22 1 7 201 2
2 22 1 7 201 2
2 22 1 7 201 2
2 22 1 8 201 2
2 22 1 8 201 2
2 22 1 9 201 2
2 22 1 9 201 2
2 22 1 9 201 2
2 22 1 2 205 2
2 22 1 4 205 2
2 22 1 8 205 2
2 22 1 1 209 2
2 22 1 2 209 2
2 22 1 3 209 2
2 22 1 1 215 2
2 22 1 1 215 2
2 22 1 2 215 2
2 22 1 2 215 2
2 22 1 2 215 2
2 22 1 2 215 2
2 22 1 2 215 2
2 22 1 3 215 2
2 22 1 4 215 2
2 22 1 5 215 2
2 22 1 6 215 2
2 22 1 8 215 2
2 22 1 8 215 2
2 22 1 8 215 2
2 22 1 8 215 2
2 22 1 9 215 2
2 22 1 10 215 2
2 22 1 3 221 2
2 22 1 4 221 2
2 22 1 5 221 2
2 22 1 6 221 2
2 22 1 6 221 2
2 22 1 6 221 2
2 22 1 6 221 2
2 22 1 1 228 2
2 22 1 2 228 2
2 22 1 10 228 2
2 22 2 1 178 1
2 22 2 1 178 1
2 22 2 2 190 1
2 22 2 2 190 1
2 22 2 2 190 1
2 22 2 3 190 1
2 22 2 4 190 1
2 22 2 4 190 1
2 22 2 4 190 1
2 22 2 4 190 1
2 22 2 7 190 1
2 22 2 7 190 1
2 22 2 8 190 1
2 22 2 8 190 1
2 22 2 8 190 1
2 22 2 8 190 1
2 22 2 9 190 1
2 22 2 9 190 1
2 22 2 10 190 1
2 22 2 10 190 1
2 22 2 1 194 1
2 22 2 1 194 1
2 22 2 1 194 1
2 22 2 1 194 1
2 22 2 1 194 1
2 22 2 2 194 1
2 22 2 2 194 1
2 22 2 2 194 1
2 22 2 2 194 1
2 22 2 3 194 1
2 22 2 3 194 1
2 22 2 4 194 1
2 22 2 4 194 1
2 22 2 4 194 1
2 22 2 4 194 1
2 22 2 4 194 1
2 22 2 5 194 1
2 22 2 6 194 1
2 22 2 6 194 1
2 22 2 6 194 1
2 22 2 7 194 1
2 22 2 7 194 1
2 22 2 8 194 1
2 22 2 8 194 1
2 22 2 9 194 1
2 22 2 10 194 1
2 22 2 10 194 1
2 22 2 1 198 1
2 22 2 1 198 1
2 22 2 2 198 1
2 22 2 2 198 1
2 22 2 2 198 1
2 22 2 2 198 1
2 22 2 2 198 1
2 22 2 2 198 1
2 22 2 3 198 1
2 22 2 3 198 1
2 22 2 3 198 1
2 22 2 3 198 1
2 22 2 3 198 1
2 22 2 3 198 1
2 22 2 4 198 1
2 22 2 4 198 1
2 22 2 4 198 1
2 22 2 4 198 1
2 22 2 4 198 1
2 22 2 5 198 1
2 22 2 5 198 1
2 22 2 5 198 1
2 22 2 6 198 1
2 22 2 7 198 1
2 22 2 7 198 1
2 22 2 7 198 1
2 22 2 8 198 1
2 22 2 8 198 1
2 22 2 8 198 1
2 22 2 9 198 1
2 22 2 9 198 1
2 22 2 9 198 1
2 22 2 9 198 1
2 22 2 9 198 1
2 22 2 9 198 1
2 22 2 9 198 1
2 22 2 10 198 1
2 22 2 10 198 1
2 22 2 10 198 1
2 22 2 10 198 1
2 22 2 10 198 1
2 22 2 10 198 1
2 22 2 10 198 1
2 22 2 1 202 1
2 22 2 2 202 1
2 22 2 2 202 1
2 22 2 2 202 1
2 22 2 2 202 1
2 22 2 3 202 1
2 22 2 3 202 1
2 22 2 4 202 1
2 22 2 5 202 1
2 22 2 5 202 1
2 22 2 6 202 1
2 22 2 6 202 1
2 22 2 6 202 1
2 22 2 6 202 1
2 22 2 6 202 1
2 22 2 6 202 1
2 22 2 7 202 1
2 22 2 7 202 1
2 22 2 7 202 1
2 22 2 7 202 1
2 22 2 7 202 1
2 22 2 8 202 1
2 22 2 8 202 1
2 22 2 8 202 1
2 22 2 9 202 1
2 22 2 9 202 1
2 22 2 10 202 1
2 22 2 10 202 1
2 22 2 10 202 1
2 22 2 1 206 1
2 22 2 1 206 1
2 22 2 4 206 1
2 22 2 5 206 1
2 22 2 5 206 1
2 22 2 5 206 1
2 22 2 5 206 1
2 22 2 6 206 1
2 22 2 7 206 1
2 22 2 9 206 1
2 22 2 10 206 1
2 22 2 10 206 1
2 22 2 1 214 1
2 22 2 1 214 1
2 22 2 1 214 1
2 22 2 1 214 1
2 22 2 2 214 1
2 22 2 3 214 1
2 22 2 4 214 1
2 22 2 5 214 1
2 22 2 5 214 1
2 22 2 6 214 1
2 22 2 6 214 1
2 22 2 6 214 1
2 22 2 7 214 1
2 22 2 8 214 1
2 22 2 8 214 1
2 22 2 9 214 1
2 22 2 9 214 1
2 22 2 10 214 1
2 22 2 10 214 1
2 22 2 1 220 1
2 22 2 3 220 1
2 22 2 3 220 1
2 22 2 3 220 1
2 22 2 4 220 1
2 22 2 5 220 1
2 22 2 6 220 1
2 22 2 6 220 1
2 22 2 6 220 1
2 22 2 9 220 1
2 22 2 10 220 1
2 22 2 5 226 1
2 22 2 5 226 1
2 22 2 6 226 1
2 22 2 7 226 1
2 22 2 5 177 2
2 22 2 9 177 2
2 22 2 8 183 2
2 22 2 4 189 2
2 22 2 4 189 2
2 22 2 7 189 2
2 22 2 8 189 2
2 22 2 8 189 2
2 22 2 10 189 2
2 22 2 1 193 2
2 22 2 2 193 2
2 22 2 2 193 2
2 22 2 2 193 2
2 22 2 2 193 2
2 22 2 2 193 2
2 22 2 3 193 2
2 22 2 3 193 2
2 22 2 3 193 2
2 22 2 3 193 2
2 22 2 3 193 2
2 22 2 3 193 2
2 22 2 3 193 2
2 22 2 4 193 2
2 22 2 4 193 2
2 22 2 5 193 2
2 22 2 5 193 2
2 22 2 6 193 2
2 22 2 6 193 2
2 22 2 6 193 2
2 22 2 6 193 2
2 22 2 6 193 2
2 22 2 6 193 2
2 22 2 6 193 2
2 22 2 7 193 2
2 22 2 7 193 2
2 22 2 7 193 2
2 22 2 7 193 2
2 22 2 7 193 2
2 22 2 7 193 2
2 22 2 7 193 2
2 22 2 8 193 2
2 22 2 8 193 2
2 22 2 9 193 2
2 22 2 9 193 2
2 22 2 9 193 2
2 22 2 10 193 2
2 22 2 10 193 2
2 22 2 10 193 2
2 22 2 10 193 2
2 22 2 10 193 2
2 22 2 10 193 2
2 22 2 10 193 2
2 22 2 10 193 2
2 22 2 1 197 2
2 22 2 1 197 2
2 22 2 2 197 2
2 22 2 2 197 2
2 22 2 2 197 2
2 22 2 2 197 2
2 22 2 2 197 2
2 22 2 2 197 2
2 22 2 3 197 2
2 22 2 3 197 2
2 22 2 3 197 2
2 22 2 3 197 2
2 22 2 3 197 2
2 22 2 3 197 2
2 22 2 4 197 2
2 22 2 4 197 2
2 22 2 4 197 2
2 22 2 4 197 2
2 22 2 4 197 2
2 22 2 4 197 2
2 22 2 4 197 2
2 22 2 5 197 2
2 22 2 5 197 2
2 22 2 5 197 2
2 22 2 5 197 2
2 22 2 6 197 2
2 22 2 6 197 2
2 22 2 6 197 2
2 22 2 6 197 2
2 22 2 6 197 2
2 22 2 6 197 2
2 22 2 7 197 2
2 22 2 7 197 2
2 22 2 7 197 2
2 22 2 7 197 2
2 22 2 7 197 2
2 22 2 7 197 2
2 22 2 7 197 2
2 22 2 8 197 2
2 22 2 8 197 2
2 22 2 8 197 2
2 22 2 8 197 2
2 22 2 8 197 2
2 22 2 8 197 2
2 22 2 8 197 2
2 22 2 8 197 2
2 22 2 8 197 2
2 22 2 8 197 2
2 22 2 8 197 2
2 22 2 9 197 2
2 22 2 9 197 2
2 22 2 9 197 2
2 22 2 9 197 2
2 22 2 9 197 2
2 22 2 9 197 2
2 22 2 10 197 2
2 22 2 10 197 2
2 22 2 10 197 2
2 22 2 10 197 2
2 22 2 1 201 2
2 22 2 1 201 2
2 22 2 1 201 2
2 22 2 2 201 2
2 22 2 2 201 2
2 22 2 2 201 2
2 22 2 2 201 2
2 22 2 3 201 2
2 22 2 3 201 2
2 22 2 4 201 2
2 22 2 4 201 2
2 22 2 5 201 2
2 22 2 5 201 2
2 22 2 5 201 2
2 22 2 5 201 2
2 22 2 5 201 2
2 22 2 5 201 2
2 22 2 5 201 2
2 22 2 6 201 2
2 22 2 6 201 2
2 22 2 7 201 2
2 22 2 9 201 2
2 22 2 9 201 2
2 22 2 9 201 2
2 22 2 9 201 2
2 22 2 10 201 2
2 22 2 10 201 2
2 22 2 1 205 2
2 22 2 1 205 2
2 22 2 1 205 2
2 22 2 3 205 2
2 22 2 3 205 2
2 22 2 4 205 2
2 22 2 5 205 2
2 22 2 9 205 2
2 22 2 10 205 2
2 22 2 2 209 2
2 22 2 4 209 2
2 22 2 5 209 2
2 22 2 5 209 2
2 22 2 5 209 2
2 22 2 6 209 2
2 22 2 1 215 2
2 22 2 1 215 2
2 22 2 1 215 2
2 22 2 1 215 2
2 22 2 1 215 2
2 22 2 2 215 2
2 22 2 2 215 2
2 22 2 4 215 2
2 22 2 4 215 2
2 22 2 5 215 2
2 22 2 5 215 2
2 22 2 5 215 2
2 22 2 5 215 2
2 22 2 8 215 2
2 22 2 9 215 2
2 22 2 10 215 2
2 22 2 1 221 2
2 22 2 1 221 2
2 22 2 4 221 2
2 22 2 5 221 2
2 22 2 7 221 2
2 22 3 2 178 1
2 22 3 2 184 1
2 22 3 8 184 1
2 22 3 2 190 1
2 22 3 2 190 1
2 22 3 3 190 1
2 22 3 4 190 1
2 22 3 4 190 1
2 22 3 9 190 1
2 22 3 9 190 1
2 22 3 9 190 1
2 22 3 10 190 1
2 22 3 2 194 1
2 22 3 2 194 1
2 22 3 2 194 1
2 22 3 2 194 1
2 22 3 3 194 1
2 22 3 3 194 1
2 22 3 4 194 1
2 22 3 4 194 1
2 22 3 5 194 1
2 22 3 6 194 1
2 22 3 6 194 1
2 22 3 6 194 1
2 22 3 8 194 1
2 22 3 9 194 1
2 22 3 10 194 1
2 22 3 10 194 1
2 22 3 10 194 1
2 22 3 2 198 1
2 22 3 2 198 1
2 22 3 2 198 1
2 22 3 2 198 1
2 22 3 2 198 1
2 22 3 3 198 1
2 22 3 3 198 1
2 22 3 3 198 1
2 22 3 4 198 1
2 22 3 5 198 1
2 22 3 5 198 1
2 22 3 5 198 1
2 22 3 5 198 1
2 22 3 5 198 1
2 22 3 6 198 1
2 22 3 6 198 1
2 22 3 7 198 1
2 22 3 8 198 1
2 22 3 8 198 1
2 22 3 8 198 1
2 22 3 8 198 1
2 22 3 9 198 1
2 22 3 9 198 1
2 22 3 9 198 1
2 22 3 9 198 1
2 22 3 10 198 1
2 22 3 10 198 1
2 22 3 10 198 1
2 22 3 10 198 1
2 22 3 10 198 1
2 22 3 10 198 1
2 22 3 2 202 1
2 22 3 2 202 1
2 22 3 3 202 1
2 22 3 4 202 1
2 22 3 5 202 1
2 22 3 5 202 1
2 22 3 5 202 1
2 22 3 5 202 1
2 22 3 5 202 1
2 22 3 6 202 1
2 22 3 6 202 1
2 22 3 6 202 1
2 22 3 8 202 1
2 22 3 8 202 1
2 22 3 9 202 1
2 22 3 9 202 1
2 22 3 10 202 1
2 22 3 10 202 1
2 22 3 10 202 1
2 22 3 4 206 1
2 22 3 4 206 1
2 22 3 4 206 1
2 22 3 5 206 1
2 22 3 6 206 1
2 22 3 8 206 1
2 22 3 9 206 1
2 22 3 10 206 1
2 22 3 10 206 1
2 22 3 1 214 1
2 22 3 2 214 1
2 22 3 5 214 1
2 22 3 5 214 1
2 22 3 5 214 1
2 22 3 6 214 1
2 22 3 6 214 1
2 22 3 7 214 1
2 22 3 7 214 1
2 22 3 8 214 1
2 22 3 8 214 1
2 22 3 8 214 1
2 22 3 8 214 1
2 22 3 9 214 1
2 22 3 9 214 1
2 22 3 9 214 1
2 22 3 10 214 1
2 22 3 10 214 1
2 22 3 10 214 1
2 22 3 10 214 1
2 22 3 3 220 1
2 22 3 3 220 1
2 22 3 3 220 1
2 22 3 3 220 1
2 22 3 3 220 1
2 22 3 4 220 1
2 22 3 4 220 1
2 22 3 4 220 1
2 22 3 5 220 1
2 22 3 6 220 1
2 22 3 6 220 1
2 22 3 7 220 1
2 22 3 7 220 1
2 22 3 7 220 1
2 22 3 7 220 1
2 22 3 7 220 1
2 22 3 8 220 1
2 22 3 9 220 1
2 22 3 3 226 1
2 22 3 4 226 1
2 22 3 7 226 1
2 22 3 3 183 2
2 22 3 1 189 2
2 22 3 1 189 2
2 22 3 2 189 2
2 22 3 7 189 2
2 22 3 8 189 2
2 22 3 8 189 2
2 22 3 8 189 2
2 22 3 9 189 2
2 22 3 1 193 2
2 22 3 2 193 2
2 22 3 2 193 2
2 22 3 2 193 2
2 22 3 3 193 2
2 22 3 3 193 2
2 22 3 3 193 2
2 22 3 3 193 2
2 22 3 4 193 2
2 22 3 4 193 2
2 22 3 4 193 2
2 22 3 6 193 2
2 22 3 6 193 2
2 22 3 6 193 2
2 22 3 6 193 2
2 22 3 6 193 2
2 22 3 6 193 2
2 22 3 6 193 2
2 22 3 7 193 2
2 22 3 8 193 2
2 22 3 8 193 2
2 22 3 8 193 2
2 22 3 8 193 2
2 22 3 9 193 2
2 22 3 9 193 2
2 22 3 9 193 2
2 22 3 9 193 2
2 22 3 10 193 2
2 22 3 1 197 2
2 22 3 1 197 2
2 22 3 1 197 2
2 22 3 1 197 2
2 22 3 2 197 2
2 22 3 3 197 2
2 22 3 3 197 2
2 22 3 3 197 2
2 22 3 3 197 2
2 22 3 3 197 2
2 22 3 3 197 2
2 22 3 4 197 2
2 22 3 4 197 2
2 22 3 4 197 2
2 22 3 4 197 2
2 22 3 4 197 2
2 22 3 5 197 2
2 22 3 5 197 2
2 22 3 5 197 2
2 22 3 5 197 2
2 22 3 5 197 2
2 22 3 5 197 2
2 22 3 6 197 2
2 22 3 6 197 2
2 22 3 6 197 2
2 22 3 6 197 2
2 22 3 7 197 2
2 22 3 7 197 2
2 22 3 7 197 2
2 22 3 7 197 2
2 22 3 7 197 2
2 22 3 7 197 2
2 22 3 8 197 2
2 22 3 8 197 2
2 22 3 8 197 2
2 22 3 8 197 2
2 22 3 8 197 2
2 22 3 8 197 2
2 22 3 8 197 2
2 22 3 8 197 2
2 22 3 9 197 2
2 22 3 9 197 2
2 22 3 9 197 2
2 22 3 10 197 2
2 22 3 10 197 2
2 22 3 10 197 2
2 22 3 10 197 2
2 22 3 10 197 2
2 22 3 1 201 2
2 22 3 2 201 2
2 22 3 2 201 2
2 22 3 2 201 2
2 22 3 3 201 2
2 22 3 3 201 2
2 22 3 3 201 2
2 22 3 3 201 2
2 22 3 4 201 2
2 22 3 4 201 2
2 22 3 4 201 2
2 22 3 4 201 2
2 22 3 5 201 2
2 22 3 5 201 2
2 22 3 5 201 2
2 22 3 7 201 2
2 22 3 7 201 2
2 22 3 7 201 2
2 22 3 7 201 2
2 22 3 8 201 2
2 22 3 9 201 2
2 22 3 9 201 2
2 22 3 9 201 2
2 22 3 9 201 2
2 22 3 9 201 2
2 22 3 10 201 2
2 22 3 10 201 2
2 22 3 10 201 2
2 22 3 10 201 2
2 22 3 10 201 2
2 22 3 10 201 2
2 22 3 1 205 2
2 22 3 3 205 2
2 22 3 3 205 2
2 22 3 3 205 2
2 22 3 5 205 2
2 22 3 6 205 2
2 22 3 6 205 2
2 22 3 6 205 2
2 22 3 7 205 2
2 22 3 10 205 2
2 22 3 1 209 2
2 22 3 1 209 2
2 22 3 3 209 2
2 22 3 4 209 2
2 22 3 4 209 2
2 22 3 5 209 2
2 22 3 5 209 2
2 22 3 5 209 2
2 22 3 5 209 2
2 22 3 5 209 2
2 22 3 7 209 2
2 22 3 7 209 2
2 22 3 9 209 2
2 22 3 9 209 2
2 22 3 10 209 2
2 22 3 10 209 2
2 22 3 1 215 2
2 22 3 1 215 2
2 22 3 1 215 2
2 22 3 2 215 2
2 22 3 2 215 2
2 22 3 2 215 2
2 22 3 2 215 2
2 22 3 2 215 2
2 22 3 3 215 2
2 22 3 4 215 2
2 22 3 4 215 2
2 22 3 5 215 2
2 22 3 5 215 2
2 22 3 6 215 2
2 22 3 7 215 2
2 22 3 7 215 2
2 22 3 7 215 2
2 22 3 8 215 2
2 22 3 9 215 2
2 22 3 6 221 2
2 22 3 7 221 2
2 22 3 9 221 2
2 22 3 10 221 2
2 22 3 1 228 2
2 22 3 2 228 2
2 22 4 2 178 1
2 22 4 2 184 1
2 22 4 8 184 1
2 22 4 2 190 1
2 22 4 2 190 1
2 22 4 3 190 1
2 22 4 9 190 1
2 22 4 9 190 1
2 22 4 9 190 1
2 22 4 10 190 1
2 22 4 2 194 1
2 22 4 2 194 1
2 22 4 2 194 1
2 22 4 2 194 1
2 22 4 3 194 1
2 22 4 3 194 1
2 22 4 4 194 1
2 22 4 4 194 1
2 22 4 5 194 1
2 22 4 6 194 1
2 22 4 6 194 1
2 22 4 6 194 1
2 22 4 8 194 1
2 22 4 9 194 1
2 22 4 10 194 1
2 22 4 10 194 1
2 22 4 10 194 1
2 22 4 2 198 1
2 22 4 2 198 1
2 22 4 2 198 1
2 22 4 2 198 1
2 22 4 2 198 1
2 22 4 3 198 1
2 22 4 3 198 1
2 22 4 3 198 1
2 22 4 4 198 1
2 22 4 4 198 1
2 22 4 5 198 1
2 22 4 5 198 1
2 22 4 5 198 1
2 22 4 5 198 1
2 22 4 5 198 1
2 22 4 6 198 1
2 22 4 6 198 1
2 22 4 7 198 1
2 22 4 8 198 1
2 22 4 8 198 1
2 22 4 8 198 1
2 22 4 8 198 1
2 22 4 9 198 1
2 22 4 9 198 1
2 22 4 9 198 1
2 22 4 9 198 1
2 22 4 10 198 1
2 22 4 10 198 1
2 22 4 10 198 1
2 22 4 10 198 1
2 22 4 10 198 1
2 22 4 10 198 1
2 22 4 2 202 1
2 22 4 2 202 1
2 22 4 3 202 1
2 22 4 4 202 1
2 22 4 5 202 1
2 22 4 5 202 1
2 22 4 5 202 1
2 22 4 5 202 1
2 22 4 5 202 1
2 22 4 6 202 1
2 22 4 6 202 1
2 22 4 6 202 1
2 22 4 8 202 1
2 22 4 8 202 1
2 22 4 9 202 1
2 22 4 9 202 1
2 22 4 10 202 1
2 22 4 10 202 1
2 22 4 10 202 1
2 22 4 4 206 1
2 22 4 5 206 1
2 22 4 6 206 1
2 22 4 8 206 1
2 22 4 9 206 1
2 22 4 10 206 1
2 22 4 10 206 1
2 22 4 1 214 1
2 22 4 2 214 1
2 22 4 4 214 1
2 22 4 4 214 1
2 22 4 4 214 1
2 22 4 5 214 1
2 22 4 5 214 1
2 22 4 5 214 1
2 22 4 6 214 1
2 22 4 6 214 1
2 22 4 7 214 1
2 22 4 7 214 1
2 22 4 8 214 1
2 22 4 8 214 1
2 22 4 8 214 1
2 22 4 8 214 1
2 22 4 9 214 1
2 22 4 9 214 1
2 22 4 9 214 1
2 22 4 10 214 1
2 22 4 10 214 1
2 22 4 10 214 1
2 22 4 10 214 1
2 22 4 4 220 1
2 22 4 6 220 1
2 22 4 8 238 1
2 22 4 7 183 2
2 22 4 8 183 2
2 22 4 2 189 2
2 22 4 2 189 2
2 22 4 2 189 2
2 22 4 4 189 2
2 22 4 7 189 2
2 22 4 9 189 2
2 22 4 10 189 2
2 22 4 10 189 2
2 22 4 10 189 2
2 22 4 1 193 2
2 22 4 1 193 2
2 22 4 1 193 2
2 22 4 2 193 2
2 22 4 2 193 2
2 22 4 2 193 2
2 22 4 3 193 2
2 22 4 5 193 2
2 22 4 5 193 2
2 22 4 6 193 2
2 22 4 7 193 2
2 22 4 7 193 2
2 22 4 7 193 2
2 22 4 7 193 2
2 22 4 7 193 2
2 22 4 7 193 2
2 22 4 8 193 2
2 22 4 8 193 2
2 22 4 9 193 2
2 22 4 9 193 2
2 22 4 9 193 2
2 22 4 1 197 2
2 22 4 1 197 2
2 22 4 1 197 2
2 22 4 1 197 2
2 22 4 2 197 2
2 22 4 2 197 2
2 22 4 2 197 2
2 22 4 2 197 2
2 22 4 2 197 2
2 22 4 3 197 2
2 22 4 3 197 2
2 22 4 3 197 2
2 22 4 3 197 2
2 22 4 3 197 2
2 22 4 3 197 2
2 22 4 3 197 2
2 22 4 4 197 2
2 22 4 4 197 2
2 22 4 4 197 2
2 22 4 4 197 2
2 22 4 4 197 2
2 22 4 5 197 2
2 22 4 5 197 2
2 22 4 5 197 2
2 22 4 7 197 2
2 22 4 7 197 2
2 22 4 7 197 2
2 22 4 7 197 2
2 22 4 8 197 2
2 22 4 8 197 2
2 22 4 8 197 2
2 22 4 9 197 2
2 22 4 9 197 2
2 22 4 9 197 2
2 22 4 9 197 2
2 22 4 9 197 2
2 22 4 9 197 2
2 22 4 9 197 2
2 22 4 9 197 2
2 22 4 10 197 2
2 22 4 10 197 2
2 22 4 10 197 2
2 22 4 10 197 2
2 22 4 1 201 2
2 22 4 1 201 2
2 22 4 1 201 2
2 22 4 1 201 2
2 22 4 2 201 2
2 22 4 3 201 2
2 22 4 3 201 2
2 22 4 4 201 2
2 22 4 4 201 2
2 22 4 5 201 2
2 22 4 5 201 2
2 22 4 5 201 2
2 22 4 7 201 2
2 22 4 7 201 2
2 22 4 7 201 2
2 22 4 8 201 2
2 22 4 8 201 2
2 22 4 8 201 2
2 22 4 8 201 2
2 22 4 8 201 2
2 22 4 8 201 2
2 22 4 9 201 2
2 22 4 10 201 2
2 22 4 1 205 2
2 22 4 3 205 2
2 22 4 4 205 2
2 22 4 5 205 2
2 22 4 6 205 2
2 22 4 7 205 2
2 22 4 8 205 2
2 22 4 8 205 2
2 22 4 2 209 2
2 22 4 2 209 2
2 22 4 3 209 2
2 22 4 4 209 2
2 22 4 5 209 2
2 22 4 6 209 2
2 22 4 8 209 2
2 22 4 10 209 2
2 22 4 10 209 2
2 22 4 1 215 2
2 22 4 1 215 2
2 22 4 1 215 2
2 22 4 1 215 2
2 22 4 1 215 2
